#name	value
uc007nlu.2	319504
uc007nlv.2	319504
uc007nlw.1	319504
uc007nlx.2	319504
uc007nly.1	319504
uc007nlz.2	319504
uc007nma.2	319504
uc007nmb.2	319504
uc011ylr.1	15228
uc007nmf.2	15228
uc007nmg.1	15228
uc007nmi.2	67293
uc007nmm.2	217558
uc007nml.2	217558
uc011yls.1	217558
uc007nmn.2	217558
uc007nmo.1	76983
uc007nmp.1	76983
uc007nmq.1	76983
uc007nmr.2	12810
uc007nms.2	12810
uc007nmw.2	11782
uc007nmv.2	11782
uc007nng.2	76826
uc007nnh.2	76826
uc007nni.1	11855
uc007nnj.1	11855
uc007nnk.1	11855
uc007nnm.1	238161
uc011ylu.1	238161
uc007nnn.1	238161
uc007nno.1	27386
uc007nnp.1	27386
uc007nof.1	24067
uc007nog.1	73385
uc007noh.1	665155
uc007noi.1	24067
uc007noj.1	100101807
uc007nok.1	24067
uc007nol.1	100101806
uc007noo.2	66132
uc007nop.2	66132
uc007noq.2	26443
uc007nos.2	79459
uc007not.1	56856
uc007noz.1	52592
uc007npa.1	52592
uc007npb.1	52592
uc007npi.1	18511
uc007npl.2	328099
uc007npm.1	73490
uc007npn.1	73490
uc007npo.1	73490
uc007npp.1	73490
uc007npq.2	73490
uc007npr.1	73490
uc007npt.1	70846
uc007npu.1	20605
uc007npx.2	66603
uc007nqa.1	18949
uc007nqb.1	18949
uc007nqc.1	338320
uc007nqd.2	217615
uc007nqe.2	217615
uc007nqf.2	217615
uc007nqg.2	217615
uc007nqh.1	217615
uc007nqi.2	217615
uc011ymd.1	217615
uc007nqm.1	238205
uc007nqn.1	238205
uc007nqo.1	217648
uc007nqr.2	328108
uc007nqs.2	328108
uc007nqv.2	328108
uc007nqu.2	328108
uc007nqt.2	328108
uc007nqw.1	328110
uc007nqx.1	328110
uc007nqy.1	328110
uc007nqz.1	328110
uc007nra.1	328110
uc007nrc.1	104806
uc007nrd.1	104806
uc007nre.1	104806
uc007nrf.1	104806
uc011ymf.1	104806
uc007nrk.1	70948
uc007nrq.1	69706
uc007nrr.1	69706
uc011ymy.1	217664
uc011ymz.1	217664
uc007nru.1	414085
uc007nrx.1	271005
uc007nry.2	69554
uc007nrz.2	69554
uc007nsa.2	69554
uc007nsb.1	69554
uc007nsc.1	69554
uc007nsj.1	11845
uc007nsr.1	68055
uc007nss.1	68055
uc011ynd.1	74724
uc007nsy.2	73991
uc007nta.1	73991
uc007ntb.2	73991
uc007ntc.2	73991
uc007ntd.2	100040999
uc011yni.1	328121
uc007ntu.1	72736
uc007ntv.1	319710
uc007ntw.1	319710
uc007ntx.1	319710
uc007nty.2	56444
uc007ntz.2	19167
uc007nua.2	19167
uc011ynm.1	238247
uc007nud.1	238247
uc007nue.1	238247
uc007nuf.1	238247
uc007nug.1	75266
uc011ynn.1	75266
uc007nun.2	76967
uc007nuo.2	76967
uc007nup.2	59036
uc007nuq.2	59036
uc007nuw.1	208846
uc007nux.1	208846
uc007nuy.1	208846
uc007nuz.1	208846
uc007nva.1	208846
uc007nvb.1	208846
uc007nvf.1	104771
uc007nvg.1	104771
uc007nvl.2	78257
uc007nvm.2	78257
uc007nvn.2	78257
uc007nvo.2	78257
uc007nvp.2	78257
uc007nvq.1	67708
uc007nvr.1	67708
uc007nvt.2	19042
uc007nvu.2	19042
uc011yno.1	19042
uc007nvy.1	20476
uc007nwd.1	17420
uc011ynr.1	17420
uc007nwe.1	17420
uc007nwh.2	625098
uc007nwi.2	625098
uc011yns.1	625098
uc007nwj.1	625098
uc007nwn.1	18755
uc011ynt.1	18755
uc007nwo.2	15251
uc007nwp.2	15251
uc007nwq.2	15251
uc007nwr.2	15251
uc007nwt.1	75627
uc007nwu.1	238266
uc007nwv.1	238266
uc007nwx.2	74284
uc011ynu.1	74284
uc007nww.2	74284
uc007nwy.1	386753
uc007nxa.1	80837
uc007nxb.1	80837
uc007nxc.1	80837
uc007nxm.1	319565
uc007nxn.1	319565
uc011ynv.1	319565
uc007nxo.1	319565
uc007nxp.1	319565
uc007nxq.1	319565
uc007nxr.1	319565
uc007nxs.1	319565
uc007nxt.1	319565
uc011ynw.1	319565
uc011ynx.1	319565
uc007nxz.2	108156
uc011yny.1	108156
uc007nya.2	238276
uc007nyd.2	268564
uc007nye.1	268564
uc007nyf.1	15512
uc011yoa.1	15512
uc011yob.1	210762
uc011yoc.1	100041694
uc007nyh.2	100041694
uc007nyi.2	263406
uc007nyj.2	263406
uc007nyk.2	263406
uc007nym.1	263406
uc007nyn.2	263406
uc011yod.1	263406
uc007nyq.1	211151
uc007nyr.1	211151
uc007nyu.1	110606
uc007nyy.1	53618
uc007nyz.1	53618
uc007nza.1	53618
uc007nzb.1	53618
uc007nzc.2	268566
uc007nzd.2	268566
uc007nzf.2	70897
uc007nze.2	70897
uc007nzg.2	56217
uc007nzh.2	56217
uc007nzi.2	56217
uc007nzk.1	13665
uc007nzr.2	211945
uc011yof.1	211945
uc007nzv.2	11847
uc007oab.1	77974
uc007oac.1	77974
uc011yog.1	77974
uc007oad.1	77974
uc007oai.1	19363
uc007oaj.1	19363
uc007oas.2	97827
uc007oat.1	97827
uc007oau.1	97827
uc007oav.2	97827
uc007oaw.1	108760
uc007oax.1	108760
uc007oay.1	108760
uc007obb.2	328133
uc007obc.2	328133
uc011yoi.1	328133
uc007obd.1	328133
uc007obf.2	217682
uc007obg.2	217682
uc007obi.1	217684
uc007obj.1	217684
uc007obm.1	20384
uc007obn.1	20384
uc007obo.1	20384
uc007obp.1	20384
uc007obq.1	20384
uc007obu.2	64075
uc007obt.2	64075
uc011yok.1	100526532
uc007ocm.1	69480
uc007ocn.1	69480
uc007ocq.1	54604
uc011yol.1	54604
uc007ocr.1	54604
uc007ocs.1	54604
uc007oct.1	54604
uc011yom.1	54604
uc011yon.1	54604
uc007ocu.2	217692
uc007ocv.1	217692
uc007ocw.2	217692
uc007ocx.1	217692
uc011yoo.1	217692
uc007ocz.1	217692
uc007oda.1	50779
uc007odb.1	50779
uc011yop.1	73828
uc007odf.2	73828
uc007odj.1	67039
uc007odm.2	67039
uc007odl.1	67039
uc011yoq.1	67039
uc007odn.1	67039
uc007odo.1	19164
uc007odp.1	19164
uc007odq.1	19164
uc007odr.2	170721
uc007ods.2	170721
uc007odt.1	170721
uc007odz.2	71952
uc011yor.1	171210
uc007oeb.1	26897
uc007oec.1	26897
uc007oed.1	171282
uc007oef.1	171281
uc007oeg.1	171281
uc007oeh.1	217698
uc007oei.1	217700
uc007oej.1	217700
uc011yos.1	105000
uc007oek.2	105000
uc011yot.1	105000
uc007oeo.1	77219
uc007oep.1	77219
uc007oeq.1	77219
uc007oer.1	77219
uc011yov.1	77219
uc007oes.1	77219
uc007oet.1	52708
uc007oeu.1	52708
uc007oev.1	52708
uc007oew.1	52708
uc007oex.1	52708
uc007oey.1	52708
uc011yow.1	52708
uc007ofb.2	217707
uc011yoy.1	217707
uc007ofc.2	217707
uc007ofi.2	72873
uc007ofj.1	66381
uc007ofl.1	217708
uc007ofm.1	12677
uc007ofn.1	12677
uc011ypa.1	432677
uc011ypb.1	432677
uc007ofq.1	432677
uc007ofv.1	74316
uc007ofu.2	74316
uc011ype.1	100303738
uc007ogc.2	73736
uc007ogd.1	56531
uc007oge.1	56531
uc007ogf.1	56531
uc007ogj.2	78920
uc007ogk.2	78920
uc007ogi.1	78920
uc007ogl.1	78920
uc007ogr.1	217715
uc007ogw.2	72350
uc007oha.1	14281
uc007ohb.1	81703
uc007ohc.1	81703
uc007ohd.1	53314
uc007ohe.1	217721
uc007ohg.1	320244
uc007ohh.2	320244
uc007ohj.2	320244
uc007ohk.2	320244
uc011yph.1	320244
uc011ypi.1	320244
uc007ohl.2	320244
uc007ohm.1	320244
uc007ohp.2	76411
uc007oho.2	76411
uc007ohr.1	70373
uc007ohs.1	70373
uc007oht.2	26380
uc007ohu.1	26380
uc007ohv.2	26380
uc007ohw.2	26380
uc007ohx.2	238328
uc011ypk.1	627607
uc007oib.2	217732
uc007oic.2	217732
uc007oid.2	217732
uc007oif.1	217733
uc007oig.1	217733
uc007oih.1	217733
uc007oil.1	14874
uc007oim.1	14874
uc007oit.1	217737
uc007oje.2	380773
uc007ojd.2	380773
uc011ypn.1	666806
uc007oji.2	193322
uc007ojh.2	193322
uc007ojk.1	544881
uc007ojm.1	544881
uc011ypq.1	100038982
uc007ojn.1	100039042
uc011ypr.1	100039052
uc007ojo.2	193322
uc007ojp.2	193322
uc007oju.1	72113
uc007ojv.1	72113
uc007ojw.1	72113
uc007ojy.1	18191
uc007ojz.1	18191
uc007oka.1	18191
uc011ypu.1	18191
uc007okb.1	18191
uc007okc.2	18191
uc007okd.1	18191
uc007oke.1	18191
uc007okp.2	22095
uc007okq.2	22095
uc007olc.2	399558
uc007olg.1	14744
uc007oqz.1	104871
uc007ora.1	104871
uc007orb.1	104871
uc011ypw.1	104871
uc007org.1	75553
uc007orh.1	75553
uc007ori.1	75553
uc007orj.1	75553
uc007ork.1	75553
uc007orl.2	75553
uc007oro.2	76260
uc007orp.2	76260
uc007orq.2	76260
uc007ose.2	104884
uc007osf.2	104884
uc007osg.2	104884
uc007osh.1	104884
uc007osj.2	217826
uc007osl.2	217826
uc007osi.2	217826
uc007osm.1	19179
uc007osn.1	19179
uc007osq.1	12313
uc007osw.1	217830
uc007osx.1	217830
uc007osy.1	217830
uc007osz.1	217830
uc011yqh.1	74947
uc007otl.2	271036
uc011yqi.1	271036
uc007otx.2	51786
uc007oty.1	238384
uc011yqm.1	238384
uc007otz.1	238384
uc007oub.1	217835
uc007ouc.2	217835
uc007oud.2	217835
uc007oug.2	27277
uc007ouh.1	27277
uc007oui.1	12652
uc007oul.1	320351
uc007oum.1	320351
uc007ouo.1	66622
uc007oup.1	66622
uc007ouv.1	75483
uc007ouw.2	217843
uc011yqs.1	217843
uc007oux.2	217843
uc007ouy.1	217843
uc011yqx.1	544888
uc007ovf.2	68149
uc011yqy.1	68149
uc007ovg.2	68149
uc007ovh.2	68149
uc007ovo.2	52668
uc007ovp.2	52668
uc007ovq.2	52668
uc007ovr.2	52668
uc007ovs.2	52668
uc007ovt.2	52668
uc007ovw.2	74521
uc011yqz.1	74521
uc007ovx.1	74521
uc007ovy.2	74521
uc011yrc.1	321018
uc011yrd.1	321018
uc007owq.2	321018
uc007ows.1	268591
uc007owt.1	74069
uc011yre.1	74069
uc007owu.1	271047
uc007oww.2	238393
uc007owx.2	238393
uc007owz.2	20715
uc007owy.2	238393
uc007oxa.1	20715
uc007oxb.2	546546
uc011yrf.1	628900
uc011yrg.1	238395
uc007oxd.1	20714
uc007oxe.2	20717
uc007oxf.2	20717
uc007oxg.1	20716
uc007oxu.1	73046
uc007oxv.1	27381
uc007oxw.1	27381
uc007oxx.1	27379
uc007oxy.1	27382
uc011yrl.1	27382
uc007oxz.1	27378
uc007oya.1	27378
uc007oyb.1	27380
uc007oyc.1	27380
uc007oyj.2	268595
uc007oyk.1	268595
uc007oym.1	12062
uc007oyn.1	12061
uc007oyr.1	66787
uc007oys.1	66787
uc007oyt.1	78801
uc007oyu.1	78801
uc007oyv.1	18789
uc007oyw.1	18789
uc007oyx.1	18789
uc007oyy.1	18789
uc007oyz.2	18789
uc011yrm.1	18789
uc007ozb.1	22367
uc007ozc.1	22367
uc007ozd.1	22367
uc007oze.1	22367
uc011yrr.1	12454
uc007ozn.1	214305
uc007ozo.1	13116
uc007ozp.1	68519
uc011yrt.1	68519
uc007ozq.1	68519
uc007ozr.1	68519
uc007ozs.1	68519
uc007ozt.1	68519
uc011yru.1	68519
uc007ozw.1	14026
uc007ozv.1	14026
uc007ozx.1	14026
uc007ozy.1	14026
uc007ozz.1	14026
uc007paa.1	14026
uc007pac.1	22632
uc011yrw.1	723946
uc007pae.1	104910
uc007paf.1	104910
uc011yrx.1	212198
uc007pam.2	13386
uc007pan.2	13386
uc011yry.1	13386
uc011yrz.1	13386
uc007pao.2	13386
uc007pap.2	17263
uc007paq.2	17263
uc007par.2	17263
uc007pat.2	17263
uc011ysa.1	100316809
uc007pau.2	17263
uc011ysb.1	17263
uc007pav.2	17263
uc011ysc.1	791079
uc011ysd.1	751547
uc011yse.1	100124466
uc011ysf.1	723843
uc011ysg.1	723880
uc011ysh.1	751555
uc011ysi.1	100526472
uc011ysj.1	100526519
uc011ysl.1	723866
uc007pax.2	76880
uc011ysm.1	723867
uc011ysn.1	100316735
uc011yso.1	387154
uc007pbc.2	75745
uc011ysp.1	75745
uc011ysq.1	723846
uc011ysr.1	100316669
uc011yss.1	723854
uc007paz.2	75745
uc011yst.1	75745
uc007pbb.2	75745
uc011ysu.1	75745
uc011ysv.1	100303647
uc011ysw.1	100303646
uc011ysx.1	100124461
uc011ysy.1	723858
uc011ysz.1	723936
uc011yta.1	723927
uc011ytb.1	723859
uc011ytc.1	100316751
uc011ytd.1	723839
uc011yte.1	791071
uc011ytf.1	723842
uc011ytg.1	723878
uc011yth.1	751539
uc011yti.1	100316673
uc011ytj.1	751521
uc011ytk.1	723881
uc011ytl.1	751522
uc011ytm.1	751552
uc011ytn.1	723856
uc011yto.1	100124453
uc011ytp.1	723934
uc011ytq.1	723855
uc011ytr.1	723833
uc011yts.1	723935
uc011ytt.1	723940
uc011ytu.1	723917
uc007pbd.2	100040724
uc011ytv.1	100040724
uc011ytw.1	100040724
uc011ytx.1	723912
uc011yty.1	387152
uc011ytz.1	751523
uc011yua.1	100040724
uc011yub.1	723875
uc011yuc.1	100124484
uc011yud.1	387172
uc011yue.1	751524
uc011yuf.1	723857
uc011yug.1	723941
uc011yuh.1	723862
uc011yui.1	723913
uc011yuj.1	723933
uc011yuk.1	723863
uc011yul.1	100499517
uc007pbf.1	26931
uc007pbi.1	107585
uc007pbj.2	26931
uc011yur.1	26931
uc007pbk.1	26931
uc007pbl.1	26931
uc007pbm.1	26931
uc007pbn.1	26931
uc011yus.1	26931
uc011yut.1	319786
uc007pbo.1	13424
uc007pbt.1	69641
uc007pbu.1	69641
uc011yuu.1	72805
uc007pca.2	72805
uc007pcf.2	104859
uc007pcg.2	104859
uc007pch.2	104859
uc011yuv.1	104859
uc007pck.1	217864
uc007pcl.1	22031
uc007pcm.1	22031
uc007pcn.1	22031
uc007pco.1	22031
uc007pcp.1	93835
uc007pcq.1	93835
uc007pcu.1	380787
uc007pcw.2	74190
uc007pcx.2	74190
uc007pcv.1	74190
uc011yuw.1	74190
uc007pcz.2	21928
uc007pcy.2	21928
uc007pdd.2	217869
uc007pde.2	217869
uc007pdf.2	217869
uc007pdg.2	217869
uc007pdh.1	217869
uc007pdi.2	217869
uc011yux.1	100316932
uc007pdk.2	17169
uc007pdl.2	17169
uc007pdm.2	17169
uc007pdo.1	328162
uc007pdp.1	328162
uc007pdq.1	328162
uc007pdt.2	68020
uc007pdu.2	68020
uc011yuy.1	68020
uc007pdv.1	16593
uc007pdw.1	16593
uc007pdx.1	16593
uc007pea.1	68520
uc007peb.1	68520
uc011yva.1	74691
uc007pei.1	74691
uc007pej.1	74691
uc007pek.1	104816
uc011yvc.1	100526547
uc011yvd.1	104816
uc007pel.2	387199
uc007pem.1	668303
uc007pen.1	668303
uc007peq.2	319942
uc007pes.1	70435
uc007pet.1	70435
uc007peu.2	11565
uc011yvf.1	11565
uc007pev.2	30954
uc007pew.2	30954
uc007pez.2	382639
uc007pfa.2	382639
uc007pfb.1	217882
uc011yvg.1	217882
uc007pfc.1	104759
uc007pfd.1	104759
uc007pfg.1	217887
uc007pfh.1	217887
uc011yvh.1	399566
uc007pfo.1	399566
uc007pfp.1	217893
uc007pfq.1	217893
uc007pfr.1	217893
uc007pfs.1	217893
uc011yvi.1	217893
uc007pft.1	75671
uc007pfu.1	75671
uc007pfv.1	116870
uc007pfw.1	116870
uc007pfx.1	116870
uc007pfy.2	68337
uc007pfz.1	12925
uc007pga.2	104732
uc007pgb.2	104732
uc007pgc.1	69195
uc007pgv.1	238405
uc007pgw.1	238406
uc007pha.1	56220
uc007phb.1	56220
uc007phc.1	56220
uc007phd.2	22355
uc007phe.2	22355
uc007phf.2	22355
uc007phn.1	52635
uc007pho.1	52635
uc007php.1	52635
uc007phq.1	52635
uc007phr.1	52635
uc007pht.1	76044
uc007phu.1	76044
uc007phv.2	19276
uc007phw.2	19276
uc007phx.2	19276
uc011yvq.1	19276
uc011yvr.1	387171
uc007pib.2	217944
uc007pic.1	217944
uc007pid.1	217946
uc007pih.2	320145
uc007pig.2	320145
uc007pin.2	238455
uc011yvw.1	217951
uc007mwl.2	19325
uc007mwp.2	100043040
uc007mwo.2	100043040
uc011yjt.1	668212
uc007mxh.1	668212
uc007mxn.1	52504
uc007mxo.1	52504
uc007mxp.1	52504
uc007mxr.2	17977
uc011yju.1	17977
uc007mxs.2	17977
uc007mxt.1	17977
uc007mxu.1	17977
uc007myb.1	74855
uc007myc.1	74855
uc007mye.2	207921
uc011yjv.1	207921
uc007myd.2	207921
uc007myj.1	14226
uc007myk.1	14226
uc007myq.2	432628
uc007myp.2	432628
uc007myo.2	432628
uc011yjx.1	432628
uc011yjy.1	432628
uc007myr.1	217379
uc007mys.1	217379
uc011yjz.1	208439
uc007myw.2	208439
uc007mzl.1	238057
uc007mzp.1	11852
uc007mzs.1	328059
uc007mzt.1	328059
uc007nas.1	238076
uc011ykd.1	238076
uc007nau.1	56184
uc007nav.1	209334
uc007naw.1	209334
uc011yke.1	209334
uc011ykf.1	26950
uc011yki.1	627110
uc007nbf.1	18109
uc007nbg.2	18109
uc007nbh.1	104721
uc007nbn.1	105005
uc007nbq.1	217410
uc007nbs.2	14245
uc007nbu.2	14245
uc007nbt.2	14245
uc007nbv.1	14245
uc007nbz.1	268527
uc007nca.1	268527
uc011ykk.1	268527
uc007ncb.1	268527
uc007nck.2	217430
uc007ncl.2	217430
uc007ncm.2	73667
uc011ykn.1	73667
uc007ncn.2	382571
uc007ncq.1	68775
uc007ncs.2	68775
uc007ncr.2	68775
uc007nct.2	68775
uc007nde.2	69513
uc007ndl.1	16413
uc007ndm.1	16413
uc007ndn.1	16413
uc007ndu.1	11491
uc011yks.1	11491
uc007ndv.1	11491
uc011ykt.1	11491
uc011yku.1	11491
uc007ndw.1	22630
uc007ndx.1	22630
uc007ndy.1	22630
uc007nep.1	12879
uc007neq.1	12879
uc011yla.1	12879
uc007nfe.2	15902
uc007nff.1	108089
uc007nfg.1	108089
uc007nfh.2	58185
uc007nfi.2	58185
uc011ylb.1	58185
uc007nfn.2	20666
uc007nfo.1	68511
uc007nfp.2	94041
uc007nfq.2	94041
uc007nfr.1	71693
uc007nfs.2	20115
uc007nfx.2	217449
uc007nfw.2	217449
uc007nfy.2	217449
uc011ylc.1	217449
uc007nfz.2	217449
uc007nga.2	217449
uc007ngo.1	22018
uc007ngp.1	22018
uc007ngq.2	268534
uc007ngr.2	268534
uc011yld.1	268534
uc007ngs.2	268534
uc011yle.1	268534
uc011ylf.1	268534
uc007ngx.2	11431
uc007ngw.2	11431
uc007nhg.2	13382
uc007nhl.1	104836
uc007nhm.1	104836
uc007nhn.1	104836
uc007nho.1	23985
uc007nhp.1	12033
uc007nhq.2	12033
uc007nhr.1	71916
uc007nht.2	73010
uc007nhu.2	73389
uc007nhv.2	73389
uc007nhw.2	73389
uc007nhx.1	19088
uc007nhy.1	19088
uc011ylh.1	30955
uc007nib.2	30955
uc007nic.2	30955
uc007nia.1	30955
uc007nij.1	68764
uc007nik.1	68764
uc007nil.1	320046
uc007nim.1	320046
uc007niy.1	79221
uc007niz.1	79221
uc007nja.1	79221
uc007njb.1	79221
uc007njc.2	79221
uc007njd.1	79221
uc011ylk.1	751520
uc007nji.1	11622
uc011yll.1	11622
uc007njn.1	66109
uc007njp.2	66912
uc007njq.2	66912
uc007njr.2	66912
uc007njv.1	71156
uc007njw.1	71156
uc007nkr.1	11861
uc007nks.1	11861
uc007nkt.1	11861
uc007nkw.2	20259
uc011yln.1	20259
uc007nkx.1	380755
uc011ylo.1	380755
uc011ylp.1	380755
uc007nky.2	15982
uc011ylq.1	100316693
uc007nla.2	246196
uc007nlb.2	246196
uc007nln.1	16981
uc007nlo.1	27362
uc007nmc.1	217517
uc007nmd.2	664883
uc007nme.2	664883
uc007nmj.1	18760
uc007nmt.2	94186
uc007nmu.2	94186
uc011ylt.1	94186
uc007nmz.2	207304
uc007nmy.1	207304
uc007nna.1	320487
uc007nnb.1	320487
uc007nnc.1	320487
uc007nnd.1	328092
uc007nne.1	328092
uc007nnf.1	14762
uc007nns.2	112407
uc011ylv.1	665239
uc007nnt.1	104725
uc011ylw.1	100316682
uc007nnu.1	66266
uc011ylx.1	66266
uc011yly.1	72183
uc007nnv.1	72183
uc007nnw.1	72183
uc007nnx.1	12632
uc007nnz.2	217578
uc011ylz.1	72658
uc011yma.1	72658
uc007nod.1	72658
uc007noe.1	72658
uc007nom.1	59032
uc007non.1	59032
uc007nor.2	18035
uc007nou.1	56784
uc007nov.1	56784
uc011ymb.1	56784
uc007now.1	56784
uc007nox.1	56784
uc007noy.1	56784
uc007npc.2	217588
uc007npf.2	21869
uc007npg.2	21869
uc007nph.1	18094
uc011ymc.1	217593
uc007npj.2	217593
uc007npk.1	217593
uc007nps.1	15375
uc007npv.2	66864
uc007npw.1	20334
uc007npy.1	78232
uc007npz.1	78232
uc007nqj.2	70611
uc007nqk.2	70611
uc011yme.1	623046
uc007nqp.1	66689
uc007nqq.1	66689
uc007nrb.1	30795
uc007nrg.1	217653
uc007nrh.1	217653
uc011ymg.1	217653
uc007nri.1	217653
uc011ymh.1	238217
uc007nrm.2	320772
uc007nrl.2	320772
uc011ymi.1	320772
uc007nro.2	320772
uc011ymj.1	100316870
uc007nrp.2	20090
uc007nrs.2	66483
uc011ymx.1	109065
uc007nrt.1	109065
uc011yna.1	18974
uc007nrv.1	18974
uc007nrw.1	18974
uc007nsd.1	66244
uc007nse.1	66244
uc007nsf.1	66244
uc007nsg.1	66244
uc007nsh.1	66244
uc007nsl.1	207965
uc007nsm.2	207965
uc007nsn.2	20663
uc007nso.2	20663
uc007nsp.1	20663
uc011ynb.1	217666
uc007nst.1	71091
uc011ync.1	751538
uc007nsu.1	399510
uc011yne.1	399510
uc011ynf.1	399510
uc007nsw.1	399510
uc007nsx.1	399510
uc007nte.1	64010
uc007ntf.1	18080
uc007ntg.1	18080
uc011yng.1	18080
uc007nth.1	18080
uc011ynh.1	18080
uc007nti.1	18080
uc007ntj.1	18080
uc007ntk.1	18080
uc007ntm.2	110095
uc007nto.2	94090
uc011ynj.1	94090
uc007ntp.2	94090
uc007ntq.2	94090
uc007ntr.2	94090
uc007nts.2	94090
uc007ntt.1	94090
uc011ynk.1	94090
uc011ynl.1	94090
uc007nuh.1	30056
uc007nui.1	30056
uc007nuj.1	30056
uc007nuk.1	30056
uc007nul.1	30056
uc007num.1	30056
uc007nvc.1	238252
uc007nvd.1	67217
uc007nve.1	67217
uc007nvh.2	73936
uc007nvi.1	104001
uc007nvj.1	104001
uc007nvk.1	104001
uc007nvs.2	66375
uc011ynp.1	75801
uc007nvv.1	75801
uc011ynq.1	75801
uc007nvw.1	75801
uc007nvx.1	75801
uc007nwa.2	20471
uc007nwb.1	20474
uc007nwc.1	20474
uc007nwf.1	76357
uc007nwg.1	76357
uc007nwm.1	238257
uc007nwz.2	238271
uc007nxd.1	217674
uc007nxe.1	26932
uc007nxf.1	26932
uc007nxg.1	26932
uc007nxh.1	26932
uc007nxj.2	72338
uc007nxk.2	81535
uc007nxl.2	81535
uc007nxu.1	13983
uc007nxv.1	13983
uc007nxw.1	13983
uc007nxx.2	80384
uc007nxy.2	80384
uc007nyc.2	109929
uc011ynz.1	109929
uc007nyb.1	109929
uc007nyo.1	20741
uc007nyp.1	20741
uc007nys.1	14776
uc007nyt.2	104886
uc007nyv.1	17187
uc007nyw.2	17187
uc007nyx.2	17187
uc011yoe.1	17187
uc007nzj.1	73834
uc007nzl.2	27260
uc007nzo.2	268567
uc007nzm.2	268567
uc007nzn.2	268567
uc007nzp.2	268567
uc007nzq.2	268567
uc007nzs.1	110417
uc007nzt.1	110417
uc007nzu.1	110417
uc007nzx.2	53612
uc007nzy.2	53612
uc007nzw.1	53612
uc007nzz.1	17252
uc007oaa.1	17252
uc007oae.1	211978
uc007oaf.1	211978
uc007oag.1	211978
uc007oah.1	211978
uc007oal.1	12192
uc007oan.2	69548
uc007oam.1	69548
uc007oao.2	109711
uc007oap.2	109711
uc007oaq.2	109711
uc007oar.2	320808
uc011yoh.1	100217447
uc007oaz.2	13877
uc007oba.2	13877
uc007obh.2	380768
uc007obk.2	67340
uc011yoj.1	20493
uc007obr.2	20493
uc007obs.2	20493
uc007obv.2	110893
uc007obw.2	110893
uc007obx.1	110893
uc007obz.1	66272
uc007oca.1	24071
uc007ocb.1	214321
uc007occ.1	66272
uc007ocd.1	11498
uc007oce.1	66272
uc007ocf.1	66272
uc007ocg.1	66272
uc007och.2	24071
uc007oci.2	24071
uc007ocj.1	24071
uc007ock.1	56622
uc007ocl.1	69792
uc007oco.2	338372
uc007ocp.2	338372
uc007odc.1	70127
uc007odd.1	70127
uc007ode.1	70127
uc007odg.1	217695
uc007odh.1	217695
uc007odi.1	217695
uc007odv.1	18222
uc007odu.1	18222
uc007odw.1	18222
uc007odx.1	18222
uc007ody.1	18222
uc007oel.1	70481
uc011you.1	238317
uc007oem.2	238317
uc007oez.1	217705
uc007ofa.1	217705
uc011yox.1	217705
uc007ofd.1	12499
uc007ofe.1	12499
uc007off.1	12499
uc007ofg.1	12499
uc007ofh.1	12499
uc007ofk.1	104776
uc007ofp.2	19300
uc007ofo.2	19300
uc011yoz.1	19300
uc007ofr.1	627191
uc007ofs.1	627191
uc007oft.1	67963
uc011ypc.1	16997
uc011ypd.1	16997
uc007ofx.1	16997
uc007ofy.1	68497
uc007oga.2	68497
uc011ypf.1	68497
uc007ogb.2	68497
uc007ogh.1	73422
uc007ogm.2	238323
uc007ogn.2	238323
uc007ogo.2	238323
uc007ogp.2	238323
uc007ogq.1	18654
uc007ogs.1	217716
uc011ypg.1	217716
uc007ogt.1	217716
uc007ogu.2	66204
uc007ogv.1	66204
uc007ogx.2	217718
uc007ogy.1	68581
uc007ogz.1	68581
uc007ohf.1	58520
uc007ohn.2	21809
uc011ypj.1	68737
uc007oia.2	238330
uc007oie.1	238331
uc007oii.1	64242
uc011ypl.1	64242
uc007oij.1	217734
uc007oik.1	217734
uc007oin.1	382620
uc007oio.1	71275
uc007oip.2	104799
uc007oiq.2	104799
uc007oir.2	104799
uc007ois.2	104799
uc007oiu.1	20773
uc007oiv.1	20773
uc007oiw.1	20773
uc007oix.1	211064
uc007oiy.1	211064
uc007oiz.1	211064
uc007oja.1	211064
uc007ojb.1	211064
uc011ypm.1	100526546
uc007ojc.1	654309
uc007ojf.1	66354
uc011ypo.1	100042786
uc011ypp.1	100042786
uc011yps.1	100039315
uc007ojr.2	100039315
uc007ojs.2	435337
uc011ypt.1	633093
uc007ojt.1	266459
uc007okf.1	13371
uc007oki.1	75216
uc007okj.1	75216
uc011ypv.1	75216
uc007okl.2	75216
uc007okn.2	75216
uc007oko.2	75216
uc007okr.2	83602
uc007oks.2	83602
uc007okt.2	108800
uc007oku.1	108800
uc007okw.1	108800
uc007okx.1	20338
uc007oky.1	20338
uc007okz.1	20338
uc007ola.1	20338
uc007olb.1	20338
uc007old.1	69423
uc007olf.1	14420
uc007oqg.1	72258
uc007oqh.1	72258
uc007oqi.1	72258
uc007oqx.1	72258
uc007orc.2	24000
uc011ypx.1	24000
uc007ord.2	24000
uc007ore.2	24000
uc007orf.2	24000
uc007orm.1	319670
uc007orn.1	319670
uc011ypy.1	319670
uc007ors.1	71375
uc007ort.1	71375
uc007oru.1	71375
uc007orv.1	71375
uc007orx.1	71375
